date,exchange_rate
2020-06-20,9296
2020-06-23,9671
2020-06-26,9167
2020-06-29,9149
2020-07-02,9228
2020-07-05,9116
2020-07-08,9371
2020-07-11,9296
2020-07-14,9259
2020-07-17,9131
2020-07-20,9199
2020-07-23,9587
2020-07-26,9869
2020-07-29,11022
2020-08-01,11753
2020-08-04,11228
2020-08-07,11609
2020-08-10,11940
2020-08-13,11569
2020-08-16,11892
2020-08-19,11697
2020-08-22,11503
2020-08-25,11321
2020-08-28,11476
2020-08-31,11641
2020-09-03,11341
2020-09-06,10148
2020-09-09,10131
2020-09-12,10378
2020-09-15,10814
2020-09-18,10943
2020-09-21,10445
2020-09-24,10763
2020-09-27,10706
2020-09-30,10794
2020-10-03,10578
2020-10-06,10632
2020-10-09,11034
2020-10-12,11376
2020-10-15,11416
2020-10-18,11509
2020-10-21,12855
2020-10-24,13030
2020-10-27,13284
2020-10-30,13553
2020-11-02,13589
2020-11-05,14011
2020-11-08,15277
2020-11-11,15350
2020-11-14,16055
2020-11-17,16729
2020-11-20,18422
2020-11-23,18368
2020-11-26,17157
2020-11-29,18193
2020-12-02,19178
2020-12-05,19184
2020-12-08,18369
2020-12-11,18018
2020-12-14,19386
2020-12-17,22806
2020-12-20,23912
2020-12-23,23413
2020-12-26,26444
2020-12-29,27032
2021-01-01,29032
2021-01-04,32022
2021-01-07,39458
2021-01-10,38257
2021-01-13,33819
2021-01-16,36104
2021-01-19,35912
2021-01-22,32108
2021-01-25,32358
2021-01-28,30366
2021-01-31,33097
2021-02-03,37530
2021-02-06,38768
2021-02-09,46424
2021-02-12,47408
2021-02-15,47911
2021-02-18,51591
2021-02-21,55940
2021-02-24,49734
2021-02-27,46155
2021-03-02,49277
2021-03-05,48386
2021-03-08,52118
2021-03-11,57287
2021-03-14,60771
2021-03-17,56167
2021-03-20,58920
2021-03-23,54238
2021-03-26,52681
2021-03-29,57613
2021-04-01,59071
2021-04-04,57357
2021-04-07,56076
2021-04-10,59782
2021-04-13,63503
2021-04-16,61453
2021-04-19,55679
2021-04-22,51144
2021-04-25,48827
2021-04-28,55044
2021-05-01,57716
2021-05-04,55958
2021-05-07,57417
2021-05-10,55857
2021-05-13,49647
2021-05-16,43549
2021-05-19,37355
2021-05-22,36713
2021-05-25,38316
2021-05-28,35639
2021-05-31,37253
2021-06-03,39227
2021-06-06,35497
2021-06-09,36637
2021-06-12,37320
2021-06-15,40123
2021-06-18,35865
2021-06-21,31683
2021-06-24,34654
2021-06-27,32263
2021-06-30,35008
2021-07-03,33735
2021-07-06,34226
2021-07-09,33491
2021-07-12,32860
2021-07-15,31756
2021-07-18,31495
2021-07-21,29819
2021-07-24,33707
2021-07-27,37261
2021-07-30,39896
2021-08-02,39153
2021-08-05,38040
2021-08-08,43768
2021-08-11,45517
2021-08-14,47022
2021-08-17,44653
2021-08-20,48862
2021-08-23,49296
2021-08-26,49218
2021-08-29,48851
2021-09-01,49255
2021-09-04,49948
2021-09-07,46063
2021-09-10,44843
2021-09-13,44687
2021-09-16,48088
2021-09-19,47208
2021-09-22,40614
2021-09-25,42808
2021-09-28,41548
2021-10-01,47674
2021-10-04,49167
2021-10-07,55337
2021-10-10,54604
2021-10-13,57367
2021-10-16,61593
2021-10-19,62013
2021-10-22,60944
2021-10-25,63012
2021-10-28,58227
2021-10-31,61352
2021-11-03,63206
2021-11-06,61539
2021-11-09,67533
2021-11-12,64894
2021-11-15,63581
2021-11-18,56955
2021-11-21,58731
2021-11-24,57141
2021-11-27,53630
2021-11-30,56995
2021-12-03,53596
2021-12-06,49268
2021-12-09,50484
2021-12-12,49005
2021-12-15,48924
2021-12-18,46160
2021-12-21,48937
2021-12-24,50825
2021-12-27,50586
2021-12-30,47147
2022-01-02,47293
2022-01-05,43446
2022-01-08,41808
2022-01-11,43111
2022-01-14,43103
2022-01-17,42217
2022-01-20,38843
2022-01-23,36326
2022-01-26,36942
2022-01-29,37855
2022-02-01,38746
2022-02-04,41463
2022-02-07,42410
2022-02-10,44449
2022-02-13,42209
2022-02-16,43907
2022-02-19,40149
2022-02-22,38373
2022-02-25,39366
2022-02-28,38455
2022-03-03,44229
2022-03-06,39165
2022-03-09,41957
2022-03-12,38854
2022-03-15,39287
2022-03-18,41243
2022-03-21,41068
2022-03-24,43967
2022-03-27,44362
2022-03-29,47428
